20.06,-11.88,-33
20.08,-5.40,-15
20.10,1.44,4
20.12,7.92,22
20.14,14.40,40
20.16,20.88,58
20.18,27.00,75
20.20,32.76,91
20.22,38.52,107
20.24,43.92,122
20.26,48.60,135
20.28,53.28,148
20.30,57.24,159
20.32,60.84,169
20.34,64.08,178
20.36,66.96,186
20.38,69.12,192
20.40,70.92,197
20.42,72.36,201
20.44,73.08,203
20.46,73.44,204
20.48,73.44,204
20.50,72.72,202
20.52,71.64,199
20.54,69.84,194
20.56,67.68,188
20.58,64.80,180
20.60,61.92,172
20.62,58.32,162
20.64,54.00,150
20.66,49.68,138
20.68,45.00,125
20.70,39.60,110
20.72,34.20,95
20.74,28.44,79
20.76,22.32,62
20.78,16.20,45
20.80,9.72,27
20.82,3.24,9
20.84,-3.24,-9
20.86,-9.72,-27
20.88,-15.84,-44
20.90,-21.96,-61
20.92,-28.08,-78
20.94,-33.84,-94
20.96,-39.24,-109
20.98,-44.28,-123
21.00,-48.96,-136
21.02,-53.28,-148
21.04,-57.24,-159
21.06,-60.84,-169
21.08,-63.72,-177
21.10,-66.24,-184
21.12,-68.40,-190
21.14,-69.84,-194
21.16,-70.92,-197
21.18,-71.64,-199
21.20,-71.64,-199
21.22,-71.28,-198
21.24,-70.20,-195
21.26,-68.76,-191
21.28,-66.96,-186
21.30,-64.44,-179
21.32,-61.56,-171
21.34,-58.32,-162
21.36,-54.72,-152
21.38,-50.40,-140
21.40,-46.08,-128
21.42,-41.04,-114
21.44,-35.64,-99
21.46,-30.24,-84
21.48,-24.12,-67
21.50,-18.36,-51
21.52,-11.88,-33
21.54,-5.76,-16
21.56,0.72,2
21.58,7.20,20
21.60,13.32,37
21.62,19.44,54
21.64,25.56,71
21.66,31.32,87
21.68,36.72,102
21.70,41.76,116
21.72,46.80,130
21.74,51.12,142
21.76,55.08,153
21.78,58.68,163
21.80,61.92,172
21.82,64.80,180
21.84,66.96,186
21.86,68.76,191
21.88,69.84,194
21.90,70.56,196
21.92,70.92,197
21.94,70.56,196
21.96,69.84,194
21.98,68.76,191
22.00,66.96,186
22.02,64.80,180
22.04,62.28,173
22.06,59.04,164
22.08,55.44,154
22.10,51.48,143
22.12,47.16,131
22.14,42.48,118
22.16,37.44,104
22.18,32.04,89
22.20,26.28,73
22.22,20.52,57
22.24,14.40,40
22.26,8.28,23
22.28,2.16,6
22.30,-3.96,-11
22.32,-10.44,-29
22.34,-16.56,-46
22.36,-22.32,-62
22.38,-28.08,-78
22.40,-33.48,-93
22.42,-38.88,-108
22.44,-43.56,-121
22.46,-48.24,-134
22.48,-52.20,-145
22.50,-56.16,-156
22.52,-59.40,-165
22.54,-61.92,-172
22.56,-64.44,-179
22.58,-66.24,-184
22.60,-67.68,-188
22.62,-68.40,-190
22.64,-69.12,-192
22.66,-69.12,-192
22.68,-68.40,-190
22.70,-67.32,-187
22.72,-65.88,-183
22.74,-64.08,-178
22.76,-61.56,-171
22.78,-58.68,-163
22.80,-55.08,-153
22.82,-51.48,-143
22.84,-47.16,-131
22.86,-42.48,-118
22.88,-37.80,-105
22.90,-32.40,-90
22.92,-27.00,-75
22.94,-21.24,-59
22.96,-15.12,-42
22.98,-9.00,-25
23.00,-2.88,-8
23.02,3.24,9
23.04,9.36,26
23.06,15.48,43
23.08,21.24,59
23.10,27.00,75
23.12,32.40,90
23.14,37.44,104
23.16,42.48,118
23.18,46.80,130
23.20,50.76,141
23.22,54.72,152
23.24,57.96,161
23.26,60.84,169
23.28,63.00,175
23.30,65.16,181
23.32,66.60,185
23.34,67.32,187
23.36,67.68,188
23.38,68.04,189
23.40,67.68,188
23.42,66.60,185
23.44,65.16,181
23.46,63.00,175
23.48,60.84,169
23.50,57.96,161
23.52,54.72,152
23.54,50.76,141
23.56,46.80,130
23.58,42.48,118
23.60,37.44,104
23.62,32.40,90
23.64,27.00,75
23.66,21.24,59
23.68,15.48,43
23.70,9.72,27
23.72,3.60,10
23.74,-2.52,-7
23.76,-8.28,-23
23.78,-14.40,-40
23.80,-20.16,-56
23.82,-25.92,-72
23.84,-30.96,-86
23.86,-36.36,-101
23.88,-41.04,-114
23.90,-45.36,-126
23.92,-49.68,-138
23.94,-53.28,-148
23.96,-56.52,-157
23.98,-59.40,-165
24.00,-61.56,-171
24.02,-63.36,-176
24.04,-64.80,-180
24.06,-65.88,-183
24.08,-66.24,-184
24.10,-66.24,-184
24.12,-65.52,-182
24.14,-64.80,-180
24.16,-63.36,-176
24.18,-61.20,-170
24.20,-59.04,-164
24.22,-56.16,-156
24.24,-52.92,-147
24.26,-49.32,-137
24.28,-45.36,-126
24.30,-40.68,-113
24.32,-36.00,-100
24.34,-30.96,-86
24.36,-25.56,-71
24.38,-20.16,-56
24.40,-14.40,-40
24.42,-8.28,-23
24.44,-2.52,-7
24.46,3.60,10
24.48,9.36,26
24.50,15.12,42
24.52,20.88,58
24.54,26.28,73
24.56,31.68,88
24.58,36.72,102
24.60,41.40,115
24.62,45.72,127
24.64,49.68,138
24.66,53.28,148
24.68,56.16,156
24.70,59.04,164
24.72,61.20,170
24.74,63.00,175
24.76,64.44,179
24.78,65.16,181
24.80,65.88,183
24.82,65.88,183
24.84,65.16,181
24.86,64.44,179
24.88,62.64,174
24.90,60.84,169
24.92,58.32,162
24.94,55.44,154
24.96,52.20,145
24.98,48.60,135
25.00,44.64,124
25.02,40.32,112
25.04,35.28,98
25.06,30.24,84
25.08,25.20,70
25.10,19.44,54
25.12,14.04,39
25.14,8.28,23
25.16,2.52,7
25.18,-3.60,-10
25.20,-9.36,-26
25.22,-14.76,-41
25.24,-20.52,-57
25.26,-25.92,-72
25.28,-30.96,-86
25.30,-36.00,-100
25.32,-40.32,-112
25.34,-44.64,-124
25.36,-48.60,-135
25.38,-51.84,-144
25.40,-55.08,-153
25.42,-57.60,-160
25.44,-59.76,-166
25.46,-61.20,-170
25.48,-62.64,-174
25.50,-63.36,-176
25.52,-63.72,-177
25.54,-63.72,-177
25.56,-63.00,-175
25.58,-61.92,-172
25.60,-60.12,-167
25.62,-58.32,-162
25.64,-55.80,-155
25.66,-52.92,-147
25.68,-49.32,-137
25.70,-45.72,-127
25.72,-41.76,-116
25.74,-37.08,-103
25.76,-32.40,-90
25.78,-27.36,-76
25.80,-22.32,-62
25.82,-16.56,-46
25.84,-11.16,-31
25.86,-5.40,-15
25.88,0.36,1
25.90,6.12,17
25.92,11.88,33
25.94,17.28,48
25.96,23.04,64
25.98,28.08,78
26.00,33.12,92
26.02,37.80,105
26.04,42.12,117
26.06,46.08,128
26.08,49.68,138
26.10,52.92,147
26.12,55.80,155
26.14,58.32,162
26.16,60.12,167
26.18,61.56,171
26.20,62.64,174
26.22,63.36,176
26.24,63.36,176
26.26,63.00,175
26.28,61.92,172
26.30,60.84,169
26.32,59.04,164
26.34,56.88,158
26.36,54.36,151
26.38,51.12,142
26.40,47.88,133
26.42,43.92,122
26.44,39.96,111
26.46,35.28,98
26.48,30.60,85
26.50,25.56,71
26.52,20.16,56
26.54,14.76,41
26.56,9.36,26
26.58,3.60,10
26.60,-2.16,-6
26.62,-7.56,-21
26.64,-13.32,-37
26.66,-18.72,-52
26.68,-23.76,-66
26.70,-28.80,-80
26.72,-33.84,-94
26.74,-38.16,-106
26.76,-42.48,-118
26.78,-46.08,-128
26.80,-49.68,-138
26.82,-52.56,-146
26.84,-55.44,-154
26.86,-57.60,-160
26.88,-59.04,-164
26.90,-60.48,-168
26.92,-61.20,-170
26.94,-61.56,-171
26.96,-61.20,-170
26.98,-60.84,-169
27.00,-59.76,-166
27.02,-58.32,-162
27.04,-56.52,-157
27.06,-54.00,-150
27.08,-51.12,-142
27.10,-48.24,-134
27.12,-44.64,-124
27.14,-40.68,-113
27.16,-36.36,-101
27.18,-31.68,-88
27.20,-27.00,-75
27.22,-21.96,-61
27.24,-16.56,-46
27.26,-11.16,-31
27.28,-5.40,-15
27.30,0.00,0
27.32,5.40,15
27.34,11.16,31
27.36,16.56,46
27.38,21.60,60
27.40,27.00,75
27.42,31.68,88
27.44,36.36,101
27.46,40.32,112
27.48,44.28,123
27.50,47.88,133
27.52,51.12,142
27.54,53.64,149
27.56,56.16,156
27.58,57.96,161
27.60,59.40,165
27.62,60.48,168
27.64,61.20,170
27.66,61.20,170
27.68,60.84,169
27.70,60.12,167
27.72,59.04,164
27.74,57.24,159
27.76,55.08,153
27.78,52.56,146
27.80,49.68,138
27.82,46.08,128
27.84,42.48,118
27.86,38.52,107
27.88,33.84,94
27.90,29.16,81
27.92,24.48,68
27.94,19.44,54
27.96,14.04,39
27.98,8.64,24
28.00,3.24,9
28.02,-2.16,-6
28.04,-7.56,-21
28.06,-12.96,-36
28.08,-18.36,-51
28.10,-23.40,-65
28.12,-28.08,-78
28.14,-32.76,-91
28.16,-37.08,-103
28.18,-41.04,-114
28.20,-44.64,-124
28.22,-47.88,-133
28.24,-50.76,-141
28.26,-53.28,-148
28.28,-55.44,-154
28.30,-56.88,-158
28.32,-58.32,-162
28.34,-59.04,-164
28.36,-59.04,-164
28.38,-58.68,-163
28.40,-57.96,-161
28.42,-56.88,-158
28.44,-55.44,-154
